"mz","mean_gp4_non_cribriform","mean_gp3","fc","log2fc","pvalue","pvalue_adj","mode"
"313.2742",0.000613222252525253,0.002336325661692,0.262472934565615,-1.92975943089379,0.228485540876173,0.550573033970978,"negative"
"313.3026",0.0136879424449134,0.022002715008331,0.62210242871076,-0.684775956288721,0.247876273610504,0.563319378850011,"negative"
"313.8584",0.0475013173756854,0.0200983864282587,2.36343935097683,1.24088784368213,0.145885428384565,0.489684158618023,"negative"
"314.0545",0.000731307495454545,0.00230175569290992,0.317717252837556,-1.65418466077753,0.296555947316216,0.607813515404008,"negative"
"314.102",0.0137023584567821,0.00979941590535843,1.39828318229554,0.483656566951563,0.932707751635872,0.977281600564683,"negative"
"314.1685",0.00268636371612554,0.00309394547043386,0.868264725993648,-0.203793120592583,0.644840160031437,0.851946166530642,"negative"
"314.1954",0.0025877622459596,0.0020155427194887,1.28390344741294,0.360536712447681,0.770151722890297,0.909930872524381,"negative"
"314.2414",0.087032051642785,0.164223612858918,0.529960644073474,-0.916042868623267,0.0275101740091377,0.296411049981011,"negative"
"314.9665",7.48508409090909e-05,3.56815757466667e-05,2.0977448260839,1.06883919625029,0.0423452452203005,0.330856304392949,"negative"
"315.0253",0.0401234561479798,0.0208333465730276,1.92592467116765,0.94555127604836,0.192314825260922,0.51260488929357,"negative"
"315.0348",0.00448448640955988,0.0032167177594915,1.39411870883841,0.479353411536954,0.248565355051995,0.563319378850011,"negative"
"315.0762",0.0009243137001443,0.00101465099900994,0.910967121745522,-0.134529109082484,0.795968783306199,0.921568137525275,"negative"
"315.0969",0.127571763288781,0.116658502613106,1.09354878068226,0.129017577110947,0.728557890174685,0.892256736672058,"negative"
"315.1462",0.0031676528969697,0.00404076895766641,0.783923290382595,-0.351215606362051,0.932707751635872,0.977281600564683,"negative"
"315.1589",0.0286566588587662,0.0365315304432815,0.784436307787825,-0.350271782389952,0.306379847613525,0.617447075456555,"negative"
"315.1812",0.0361469132223304,0.0320998638391327,1.12607683956167,0.171305275262069,0.31556414152145,0.627851934032567,"negative"
"315.1891",0.00519263054736652,0.00509938538845538,1.018285568124,0.0261422077220469,0.392606946278585,0.696266250617091,"negative"
"315.1971",0.0154218170337662,0.00790249134790236,1.95151330825054,0.96459330119941,0.0702185160445325,0.386405863640503,"negative"
"315.2098",0.581246032619048,0.501955492406446,1.15796328840326,0.211589515435859,0.264349314215475,0.576344822190745,"negative"
"315.2194",0.00147691272539683,0.00127145781670659,1.16159003152965,0.216100977657347,0.329100092258295,0.643530309297772,"negative"
"315.2448",0.00316974247088745,0.00613752651821887,0.51645275364241,-0.953291721021649,0.366685440795134,0.676000855663332,"negative"
"315.2544",0.137324713541595,0.159750778701984,0.85961842976537,-0.218231681169967,0.362917784810235,0.671076203680492,"negative"
"315.8537",0.0560487191049062,0.022723504296547,2.46655262205413,1.30249606647966,0.133244933135044,0.481100472219405,"negative"
"315.892",0.0720467611210678,0.041214921491868,1.74807469026195,0.805766828413138,0.140855232716039,0.485675215353476,"negative"
"316.2131",0.0681674807652237,0.0592046453888341,1.15138736694604,0.203373288164129,0.55457831139948,0.801595725210602,"negative"
"316.2579",0.00458106400826118,0.00624218162171866,0.733888291926994,-0.446367613491608,0.902945743357787,0.966650507590411,"negative"
"316.7238",0.0151092879686869,0.00578472993872893,2.61192624871384,1.38511416100495,0.105356346317203,0.450766694407679,"negative"
"316.9066",0.00366750281251804,0.00510510114714136,0.718399637306244,-0.477141473172189,0.156660872130958,0.489684158618023,"negative"
"316.9547",0.192104245710029,0.156107542237801,1.23058913718207,0.299349162560766,0.264349314215475,0.576344822190745,"negative"
"316.9675",7.13509090909091e-05,7.33100241143611e-05,0.973276300927198,-0.0390786687188109,0.166163852916111,0.495076436530317,"negative"
"317.1537",0.00304152758131313,0.00219861091390181,1.3833860107223,0.468203772577591,0.26956171593009,0.585255937806475,"negative"
"317.1762",1.26129022389033,1.42625280727029,0.884338468931266,-0.177329447001336,0.700561344326614,0.87529453195739,"negative"
"317.1955",0.0675891583649711,0.113734937554888,0.594269094598594,-0.750811740404762,0.0968594168000089,0.431737360664545,"negative"
"317.21",0.583521101474026,0.463116799668365,1.25998690155892,0.333408735983752,0.151265472589279,0.489684158618023,"negative"
"317.2244",1.51999567497475,1.38753654342733,1.09546352647421,0.131541450507266,0.297813598319349,0.607813515404008,"negative"
"317.6715",0.000536258826839827,0.000806649049505272,0.664798188467117,-0.589011644026198,0.449319488971418,0.738921526352725,"negative"
"317.8519",0.00489867886161616,0.00123910141446545,3.95341237160111,1.98309844729897,0.213608913826218,0.536379348442248,"negative"
"317.8906",0.0373831987728355,0.0217421658665742,1.719387065771,0.781894358666191,0.17086273714436,0.499788127494625,"negative"
"317.9003",0.0119672921969697,0.00512362489455029,2.33570810573948,1.22385999137785,0.500786431627857,0.775239539777648,"negative"
"318.0615",0.101849003082792,0.08500476709048,1.19815636897614,0.260816203640022,0.256404942264375,0.570642050601827,"negative"
"318.0712",0.0111145289223304,0.00911518283780605,1.21934240048723,0.286103302432173,0.15622223772635,0.489684158618023,"negative"
"318.1228",8.41709090909091e-06,8.57206842769231e-05,0.0981920639118939,-3.34824976215556,0.594632777386484,0.826989282835824,"negative"
"318.1647",0.000546386173376623,0.00229878555088603,0.237684708417463,-2.07287900523737,0.0691725651774898,0.386405863640503,"negative"
"318.1793",0.221427152241342,0.264353132970146,0.837618793291731,-0.255634283128886,0.592901504224639,0.82489659032553,"negative"
"318.2164",0.0745659098953824,0.0593661802553883,1.25603347856652,0.328874918623009,0.436271229117582,0.72698560421836,"negative"
"318.2293",0.274538411156061,0.255347844210842,1.07515460725556,0.1045441343103,0.414486668733948,0.716933948152163,"negative"
"318.5734",0.00113304897965368,0.000930741491414295,1.21736163059839,0.283757800074266,0.22028493830286,0.544136675957066,"negative"
"318.6623",0.00149110755569986,0.0020754414706326,0.718453195042576,-0.477033922170577,0.592313614497397,0.82489659032553,"negative"
"318.9051",0.0110198200823954,0.0128476483581244,0.857730518085579,-0.221403642137677,0.383044174648692,0.685675437510269,"negative"
"318.9521",0.105551207146501,0.0852747427940245,1.23777807693249,0.307752674803495,0.248627915905512,0.563319378850011,"negative"
