"mz","mean_gp4_cribriform","mean_benign_plus_gp3","fc","log2fc","pvalue","pvalue_adj","mode"
"520.9043",0.00158333788034188,0.0137669847707772,0.115009779316586,-3.12017155570296,0.00878086557975426,0.0707994276177423,"negative"
"521.317",0.000236908743589744,0.000428852810282209,0.552424370109279,-0.856151129635564,0.703061104852021,0.803812664934069,"negative"
"521.3474",0.00119497705128205,0.0121465844233313,0.0983796769227347,-3.34549587249285,0.00500768697025989,0.0707994276177423,"negative"
"522.2829",0.220602479820513,0.093011675167963,2.37177192456907,1.24596528344486,0.0192132863464428,0.0833792735271996,"negative"
"522.3203",0.0524336171452991,0.0672469196199141,0.779717754235568,-0.358976109700725,0.938202119898029,0.964330133210144,"negative"
"523.2856",0.0290007148504274,0.0061248937221623,4.73489274523919,2.24333174614476,0.0244838384557673,0.0930747027549484,"negative"
"523.3639",0.1430497305,1.2580615736289,0.113706461987684,-3.1366138493408,0.00454611754205615,0.0707994276177423,"negative"
"523.449",0,4.94623617636031e-06,0,-Inf,0.811520394367814,0.881741159982156,"negative"
"523.4728",0.180363250367521,0.0390646580706104,4.61704413338292,2.20696952288075,0.00577908621901456,0.0707994276177423,"negative"
"524.2809",0.0859898825854701,0.126867916845349,0.677790608718603,-0.561088447515091,0.244857712524494,0.405764209326304,"negative"
"524.298",1.31016661076923,0.323276689317678,4.05277167844834,2.01890890036654,0.00838957297255119,0.0707994276177423,"negative"
"524.3423",0.00115909378205128,0.0115203765349536,0.100612491139896,-3.31311866661391,0.0377086692140884,0.120830606691465,"negative"
"524.3662",0.0220340122948718,0.391000176095143,0.0563529472414104,-4.14936512490736,0.00801395082871119,0.0707994276177423,"negative"
"524.7728",0,0.00296310552888471,0,-Inf,0.0773650251507879,0.187710359828007,"negative"
"525.279",0.00220540649145299,0.00791932407288536,0.278484182634221,-1.84433270729768,0.136575644986292,0.271872011941842,"negative"
"525.303",0.312106383957265,0.0565944718768965,5.51478569560918,2.46330482382408,0.00918828901648939,0.0707994276177423,"negative"
"525.3201",0.0808226315470085,0.00900109987644816,8.97919506020427,3.16658612038941,0.00401908484648023,0.0707994276177423,"negative"
"525.3749",0.0202253254444444,0.0397495174247483,0.508819395926855,-0.974774428443272,0.238622748126964,0.398686566829414,"negative"
"525.4913",0.0512313145854701,0.0297377787404797,1.7227687055097,0.784729022042752,0.664170020174987,0.777348989750077,"negative"
"526.2594",0.0152741606709402,0.0320353296303022,0.476791119280145,-1.06857073050049,0.238616335841378,0.398686566829414,"negative"
"526.28",0.175762441282051,0.0542644173712695,3.23899987867758,1.69554841409443,0.0363195258113514,0.117773011884994,"negative"
"526.2938",0.00334362805982906,0.0214060736174036,0.156199970138877,-2.67853391721091,0.172388141711462,0.319625175648202,"negative"
"526.4929",0.00768138888888889,0.00347304436279364,2.21171631758546,1.14516635236352,0.483364859240241,0.637162768998499,"negative"
"527.3941",0.0642163092564103,0.0823944621312572,0.779376521132106,-0.359607624191914,0.938202962113318,0.964330133210144,"negative"
"528.2734",1.6673920234188,2.14965327436128,0.775656262014733,-0.366510642157212,0.291704263473284,0.458643450400766,"negative"
"528.3113",0.002090092,0.00567013250696649,0.368614313233783,-1.43981600321748,0.938134123898923,0.964330133210144,"negative"
"528.4011",0.00260083501282051,0.00406822743287482,0.639304231568643,-0.645425451784065,0.791720098275607,0.864485353354033,"negative"
"529.276",0.471352654401709,0.599571499442693,0.786149199619788,-0.347124954000593,0.291704263473284,0.458643450400766,"negative"
"529.3279",0.00548416436324786,0.151682511757133,0.0361555481888963,-4.78963913926698,0.00577975300885447,0.0707994276177423,"negative"
"529.3487",0,0.000201451690750107,0,-Inf,0.180867494031,0.330775687281918,"negative"
"529.4596",9.5561e-05,1.99329188601425e-05,4.79412978452855,2.26126896550796,0.166611712150779,0.314933107150743,"negative"
"530.285",0.0569120093675214,0.060008662067708,0.948396571536745,-0.0764376474152652,0.84024929189187,0.900372701634279,"negative"
"530.3024",0.901154933846154,1.38625393503657,0.650064833772594,-0.621344483365185,0.257668492570962,0.42145061407981,"negative"
"530.3336",0.00416521715384615,0.0215797345493221,0.193015217324673,-2.37321350079611,0.0525902425605759,0.148064972851601,"negative"
"530.4031",0.000157030641025641,0.00446485026183771,0.0351704159863601,-4.82949379089596,0.301367469125852,0.468395037084587,"negative"
"531.2725",0.00131226704700855,0.00838203266297461,0.156557138318625,-2.67523880434693,0.0406807891887338,0.126189827450706,"negative"
"531.3073",0.219629539897436,0.351229665200416,0.625316030102733,-0.677342593385496,0.291704263473284,0.458643450400766,"negative"
"531.3282",0.00136229811111111,0.0213890084726181,0.0636915036456741,-3.97275525788642,0.00577975300885447,0.0707994276177423,"negative"
"531.3491",0.000580552072649573,0.00387779848161923,0.149711769552077,-2.73974045193483,0.0584551742663573,0.156110967221623,"negative"
"532.2697",0.0239767934529915,0.0453069743428755,0.529207562428229,-0.918094416869132,0.56616192815694,0.703898476696417,"negative"
"532.2977",0.293603074632479,0.447953808386606,0.655431584988523,-0.609482897428796,0.313515398258059,0.479525016841752,"negative"
"532.9268",0.0117113968034188,0.0227215475976579,0.515431299434285,-0.956147947741112,0.291701627690874,0.458643450400766,"negative"
"533.3048",0.0494303500555556,0.0683035727145712,0.723686157122651,-0.46656391930213,0.780162615394939,0.855302995601245,"negative"
"533.4554",0.184268780589744,0.0302092221865142,6.09975256734693,2.6087507218392,0.00634063507931515,0.0707994276177423,"negative"
"534.2832",0.804509541794872,0.468901298035853,1.71573323674902,0.778825259168047,0.177337175305265,0.325146961580968,"negative"
"534.3253",0.00119479502564103,0.00467097465510794,0.255791374148104,-1.9669604807209,0.49474910606716,0.646771423114915,"negative"
"534.4588",0.041141999982906,0.00374409133396502,10.9885139846031,3.45792439364052,0.00463603565105237,0.0707994276177423,"negative"
"534.9193",0.000553614961538462,0.00107737356261627,0.51385608552903,-0.960563731120637,0.779304990694169,0.855302995601245,"negative"
"535.2854",0.19714835965812,0.0864637011105876,2.28012862190534,1.1891152090177,0.0696513206190897,0.174798025784446,"negative"
"535.3065",0.0432720243504273,0.0216878899679155,1.9952159668111,0.996544915562409,0.103498405669089,0.226061205886509,"negative"
"535.3417",0.00329601408547009,0.0187832243497618,0.175476479655203,-2.51065042594622,0.0909884731559697,0.20546278439998,"negative"
"535.3981",0.0402327552179487,0.0260855797041252,1.54233701816434,0.625118044960355,0.816082826127867,0.883545673087771,"negative"
"535.4756",1.62160838803419,0.477035945901139,3.39934212917835,1.76525557024362,0.00635247435287706,0.0707994276177423,"negative"
"536.2516",0.00992991776923077,0.0119550278357448,0.830605993199024,-0.267763813387937,0.987612303957203,0.992517956491083,"negative"
"536.4776",0.598168345726496,0.155252548672427,3.85287295340055,1.94593461461908,0.00665756766806242,0.0707994276177423,"negative"
"536.5059",0.0773088014401709,0.19133273373292,0.404054235424691,-1.3073791387255,0.088076736700625,0.201396993682155,"negative"
"537.3302",0.0031030967991453,0.0347695114532325,0.0892476387917958,-3.48604218924284,0.0226429430539219,0.0897514368815837,"negative"
"537.4896",4.88673731452991,1.32052560618015,3.70060019408913,1.88775927798834,0.00577975300885447,0.0707994276177423,"negative"
"537.5108",0.00349612271367521,0.0296192715272337,0.118035405106458,-3.08270842928227,0.0208683223300802,0.0864552012594309,"negative"
"538.3338",0.000231733794871795,0.00227369781149893,0.101919346405591,-3.29450016395087,0.113288630151555,0.240665331478535,"negative"
"538.4901",1.83542826880342,0.468808895346569,3.91508840173898,1.96904488358542,0.00577975300885447,0.0707994276177423,"negative"
"539.3582",0.00022341914957265,0.00520080394298323,0.0429585794854044,-4.54090990136866,0.0136783545093038,0.0738656139503414,"negative"
"539.4116",0.0434278911752137,0.0643221949390988,0.675161835138428,-0.566694739735469,0.987628705473885,0.992517956491083,"negative"
"539.4294",0.00109487476495726,0.0111050007376096,0.098592948422707,-3.34237172409841,0.238099041320205,0.398686566829414,"negative"
"539.5042",0.785371877991453,0.578192883447452,1.35832159211076,0.441825088136575,0.962898010229086,0.978700787031177,"negative"
"540.3354",0.000719194302299145,0.00363958138973483,0.197603577248631,-2.33931903039319,0.297979263488941,0.465088885414454,"negative"
"540.414",0.00297527461965812,0.0083935991711914,0.354469466432218,-1.49626673406291,0.815881222873426,0.883545673087771,"negative"
"540.5069",0.314178618440171,0.191275017289029,1.642549157193,0.71593654727658,0.420070777529334,0.580097740397652,"negative"
"541.3726",0.00443081438888889,0.0631456450744347,0.0701681704837434,-3.83303944270368,0.00551122559967589,0.0707994276177423,"negative"
"541.5087",0.025671595457265,0.0114944757930875,2.23338549050694,1.1592322870957,0.225512686015302,0.385196807620601,"negative"
"542.2907",0.00023197502991453,0.0132847474573342,0.0174617568500681,-5.83965747208046,0.0504282237484843,0.144153884999833,"negative"
"542.3769",0.000284165709401709,0.00375664496274177,0.0756434830067925,-3.72464039601456,0.0543961924341527,0.150021808095954,"negative"
"544.271",0.00109538438461538,0.00638797383420591,0.171476028713501,-2.54392118422284,0.0627809619438245,0.163061743243068,"negative"
"544.4516",0.243609850068376,0.695198859092657,0.35041750555564,-1.51285324646805,0.022646640614346,0.0897514368815837,"negative"
"545.3269",0.000357060948717949,0.0128568907332143,0.0277719517204516,-5.17022762124332,0.0191935431002722,0.0833792735271996,"negative"
"545.345",0.000640933393162393,0.0326948222343591,0.0196035136257396,-5.67274393155031,0.0136810547690781,0.0738656139503414,"negative"
"545.3631",0.00179448561965812,0.00422588122459468,0.424641755005842,-1.2356818565266,0.218064137611265,0.376740595192228,"negative"
"545.4536",0.0788165686666667,0.236318131634784,0.333518922654962,-1.58415947786725,0.0276783770413243,0.0994462042369704,"negative"
"546.3494",7.02875555555556e-05,0.0022036906096762,0.031895382794177,-4.97050859657024,0.0762802538959639,0.1864401657096,"negative"
"546.4475",0.0285854942051282,0.162117887849425,0.176325355482539,-2.50368814661223,0.0266011796685631,0.0973916503563206,"negative"
"546.8218",0,2.21778736451213e-05,0,-Inf,0.626534856418593,0.74987172137358,"negative"
"547.302",0.0570363061965812,0.00832280606857834,6.85301396267231,2.77673862642101,0.00601306637749023,0.0707994276177423,"negative"
"547.3749",0.000994066397435897,0.0106546267109333,0.0932990356589244,-3.42199402035125,0.754523468074491,0.841960026236307,"negative"
"547.4477",0.00152989466239316,0.018901854147777,0.0809388671837302,-3.62702353251253,0.0672159705352921,0.170887881550237,"negative"
"547.4696",0.00955042152991453,0.00174160987821208,5.48367441491485,2.4551429157685,0.0114267309551377,0.0707994276177423,"negative"
"548.301",0.131213517893162,0.0542175953841546,2.42012794856465,1.27508332265694,0.0255601863397568,0.0953037304986534,"negative"
"548.3448",0.0043008641301282,0.0111644545859846,0.385228324142885,-1.37621431279062,0.913085894703436,0.950505293756536,"negative"
"549.2514",0,6.48187299321735e-05,0,-Inf,0.339816494544682,0.506605251353026,"negative"
"549.3026",0.00746744780769231,0.00286441159430008,2.60697443850313,1.38237643725569,0.0778998476116677,0.188757323059041,"negative"
"549.3758",0.00177662383333333,0.00826185122132915,0.215039436772563,-2.21732683033408,0.0438236469462792,0.131695829699456,"negative"
